GISJOIN,POP20,BASENAME,State,NAME,STATE,url
G12007300,97422,Boca Raton,FL,Boca Raton city,Florida,https://www.myboca.us/
G12069700,97335,Sunrise,FL,Sunrise city,Florida,https://www.sunrisefl.gov/
G53080010,96968,Yakima,WA,Yakima city,Washington,https://www.yakimawa.gov/
G49067440,96904,Sandy,UT,Sandy city,Utah,https://sandy.utah.gov/
G06015044,95740,Compton,CA,Compton city,California,http://www.comptoncity.org/
G06011530,95558,Carson,CA,Carson city,California,http://ci.carson.ca.us/
G04085540,95548,Yuma,AZ,Yuma city,Arizona,https://www.yumaaz.gov/
G26049000,95535,Livonia,MI,Livonia city,Michigan,https://www.livonia.gov/
G49065330,95342,St. George,UT,St. George city,Utah,https://www.sgcity.org/
G04028380,95294,Goodyear,AZ,Goodyear city,Arizona,https://www.goodyearaz.gov/
G42063624,95112,Reading,PA,Reading city,Pennsylvania,https://www.readingpa.gov/
G20038900,94934,Lawrence,KS,Lawrence city,Kansas,https://lawrenceks.org/
G06068196,94833,San Marcos,CA,San Marcos city,California,https://www.san-marcos.net/
G42024000,94831,Erie,PA,Erie city,Pennsylvania,https://cityof.erie.pa.us/
G37002140,94589,Asheville,NC,Asheville city,North Carolina,https://www.ashevillenc.gov/
G40023200,94428,Edmond,OK,Edmond city,Oklahoma,https://www.edmondok.com/
G51076432,94324,Suffolk,VA,Suffolk city,Virginia,https://www.suffolkva.us/
G25023000,94000,Fall River,MA,Fall River city,Massachusetts,https://www.fallriverma.org/
G05023290,93949,Fayetteville,AR,Fayetteville city,Arkansas,https://www.fayetteville-ar.gov/
G12017200,93692,Deltona,FL,Deltona city,Florida,https://www.deltonafl.gov/
G06048256,93653,Mission Viejo,CA,Mission Viejo city,California,https://cityofmissionviejo.org/
G06059920,93611,Redding,CA,Redding city,California,https://www.cityofredding.org/
G06070000,93076,Santa Monica,CA,Santa Monica city,California,https://www.santamonica.gov/
G06080238,93000,Tracy,CA,Tracy city,California,https://www.ci.tracy.ca.us/
G13067284,92833,Roswell,GA,Roswell city,Georgia,https://www.roswellgov.com/
G06073080,92726,South Gate,CA,South Gate city,California,https://www.cityofsouthgate.org/
G01035896,92606,Hoover,AL,Hoover city,Alabama,http://www.hooveral.org/
G53035940,92175,Kirkland,WA,Kirkland city,Washington,https://www.kirklandwa.gov/
G12057425,91750,Plantation,FL,Plantation city,Florida,https://www.plantation.org/
G04007940,91502,Buckeye,AZ,Buckeye city,Arizona,https://www.buckeyeaz.gov/
G53005280,91482,Bellingham,WA,Bellingham city,Washington,https://cob.org/
G06013210,91403,Chino,CA,Chino city,California,https://www.cityofchino.org/
G33050260,91322,Nashua,NH,Nashua city,New Hampshire,https://www.nashuanh.gov/
G29054074,91316,O'Fallon,MO,O'Fallon city,Missouri,https://www.ofallon.mo.us/
G09055990,91184,Norwalk,CT,Norwalk city,Connecticut,https://www.norwalkct.org/
G06068084,91008,San Leandro,CA,San Leandro city,California,https://www.sanleandro.org/
G06084550,90911,Westminster,CA,Westminster city,California,https://www.westminster-ca.gov/
G34074000,90871,Trenton,NJ,Trenton city,New Jersey,https://www.trentonnj.org/
G45048535,90801,Mount Pleasant,SC,Mount Pleasant town,South Carolina,https://www.tompsc.com/
G48050820,90403,New Braunfels,TX,New Braunfels city,Texas,https://www.nbtexas.org/
G40041850,90381,Lawton,OK,Lawton city,Oklahoma,https://www.lawtonok.gov/
G34013690,90296,Clifton,NJ,Clifton city,New Jersey,https://www.cliftonnj.org/
G27006616,89987,Bloomington,MN,Bloomington city,Minnesota,https://www.bloomingtonmn.gov/
G48016432,89956,Conroe,TX,Conroe city,Texas,https://www.cityofconroe.org/
G06033182,89833,Hemet,CA,Hemet city,California,https://www.hemetca.gov/
G04004720,89334,Avondale,AZ,Avondale city,Arizona,https://www.avondaleaz.gov/
G17079293,89321,Waukegan,IL,Waukegan city,Illinois,https://www.waukeganil.gov/
G12054200,89258,Palm Coast,FL,Palm Coast city,Florida,https://www.palmcoastgov.com/
G25034550,89143,Lawrence,MA,Lawrence city,Massachusetts,https://www.cityoflawrence.com/
G05024550,89142,Fort Smith,AR,Fort Smith city,Arkansas,https://www.fortsmithar.gov/
G06036448,89137,Indio,CA,Indio city,California,https://www.indio.org/
G25045560,88923,Newton,MA,Newton city,Massachusetts,https://www.newtonma.gov/
G06069070,88665,Santa Barbara,CA,Santa Barbara city,California,https://www.santabarbaraca.gov/
G17012385,88302,Champaign,IL,Champaign city,Illinois,https://champaignil.gov/
G06032548,88083,Hawthorne,CA,Hawthorne city,California,https://www.cityofhawthorne.org/
G06041992,87955,Livermore,CA,Livermore city,California,https://www.cityoflivermore.net/
G06013588,87583,Citrus Heights,CA,Citrus Heights city,California,https://www.citrusheights.net/
G37028080,87521,Greenville,NC,Greenville city,North Carolina,https://www.greenvillenc.gov/
G35070500,87505,Santa Fe,NM,Santa Fe city,New Mexico,https://www.santafenm.gov/
G49055980,87321,Ogden,UT,Ogden city,Utah,https://www.ogdencity.com/
G06085292,87306,Whittier,CA,Whittier city,California,https://www.cityofwhittier.org/
G26080700,87294,Troy,MI,Troy city,Michigan,https://troymi.gov/
G53003180,87256,Auburn,WA,Auburn city,Washington,https://www.auburnwa.gov/
G12016725,86859,Deerfield Beach,FL,Deerfield Beach city,Florida,https://www.deerfield-beach.com
G27017000,86697,Duluth,MN,Duluth city,Minnesota,https://duluthmn.gov/
G09018430,86518,Danbury,CT,Danbury city,Connecticut,https://www.danbury-ct.gov/
G27007966,86478,Brooklyn Park,MN,Brooklyn Park city,Minnesota,https://www.brooklynpark.org/
G12024125,86395,Fort Myers,FL,Fort Myers city,Florida,https://www.cityftmyers.com/
G06046898,86333,Merced,CA,Merced city,California,https://www.cityofmerced.org/
G06039496,85858,Lake Forest,CA,Lake Forest city,California,https://www.lakeforestca.gov/
G41047000,85824,Medford,OR,Medford city,Oregon,https://www.medfordoregon.gov/
G19073335,85797,Sioux City,IA,Sioux City city,Iowa,https://www.sioux-city.org/
G48048768,85778,Mission,TX,Mission city,Texas,https://missiontexas.us/
G26086000,85420,Westland,MI,Westland city,Michigan,https://www.cityofwestland.com/
G17014351,85268,Cicero,IL,Cicero town,Illinois,https://thetownofcicero.com/
G06051182,85239,Newport Beach,CA,Newport Beach city,California,https://www.newportbeachca.gov/
G22041155,84872,Lake Charles,LA,Lake Charles city,Louisiana,https://www.cityoflakecharles.com/
G12043975,84678,Melbourne,FL,Melbourne city,Florida,https://www.melbourneflorida.org/
G06068378,84605,San Ramon,CA,San Ramon city,California,http://www.sanramon.ca.gov/
G06060102,84292,Redwood City,CA,Redwood City city,California,https://www.redwoodcity.org/
G05066080,84161,Springdale,AR,Springdale city,Arkansas,https://www.springdalear.gov/
G06008786,84034,Buena Park,CA,Buena Park city,California,http://www.buenapark.com/
G26027440,83986,Farmington Hills,MI,Farmington Hills city,Michigan,https://fhgov.com/
G48010912,83980,Bryan,TX,Bryan city,Texas,https://www.bryantx.gov/
G53035275,83921,Kennewick,WA,Kennewick city,Washington,https://www.go2kennewick.com/
G48006128,83701,Baytown,TX,Baytown city,Texas,https://baytown.org/
G06045484,83498,Manteca,CA,Manteca city,California,https://www.ci.manteca.ca.us/
G47027740,83454,Franklin,TN,Franklin city,Tennessee,https://www.franklintn.gov/
G44019180,82934,Cranston,RI,Cranston city,Rhode Island,https://www.cranstonri.gov/
G12045025,82890,Miami Beach,FL,Miami Beach city,Florida,https://www.miamibeachfl.gov/
G06000884,82868,Alhambra,CA,Alhambra city,California,https://www.cityofalhambra.org/
G44074300,82823,Warwick,RI,Warwick city,Rhode Island,https://www.warwickri.gov/
G06039892,82496,Lakewood,CA,Lakewood city,California,https://www.lakewoodcity.org/
G12039425,82485,Largo,FL,Largo city,Florida,https://www.largo.com/
G13042425,82453,Johns Creek,GA,Johns Creek city,Georgia,https://johnscreekga.gov
G06049670,82376,Mountain View,CA,Mountain View city,California,https://www.mountainview.gov/
G48072176,82073,Temple,TX,Temple city,Texas,https://www.templetx.gov/
G49043660,81773,Layton,UT,Layton city,Utah,https://www.laytoncity.org/LC
G48043888,81638,Longview,TX,Longview city,Texas,https://www.longviewtexas.gov/
G26029000,81252,Flint,MI,Flint city,Michigan,https://www.cityofflint.com/
G39061000,81146,Parma,OH,Parma city,Ohio,http://www.cityofparma-oh.gov/
G25062535,81045,Somerville,MA,Somerville city,Massachusetts,https://www.somervillema.gov/
G27051730,81026,Plymouth,MN,Plymouth city,Minnesota,https://www.plymouthmn.gov/
G12032275,80737,Homestead,FL,Homestead city,Florida,https://www.cityofhomestead.com/
G06024638,80454,Folsom,CA,Folsom city,California,https://www.folsom.ca.us/
G37025580,80411,Gastonia,NC,Gastonia city,North Carolina,https://www.cityofgastonia.com/
G12007875,80380,Boynton Beach,FL,Boynton Beach city,Florida,https://www.boynton-beach.org/
G13080508,80308,Warner Robins,GA,Warner Robins city,Georgia,https://www.wrga.gov/
G06080854,80276,Tustin,CA,Tustin city,California,https://www.tustinca.org/
G06047766,80273,Milpitas,CA,Milpitas city,California,http://www.ci.milpitas.ca.gov/
G06057792,79871,Pleasanton,CA,Pleasanton city,California,https://cityofpleasantonca.gov/
G36050617,79726,New Rochelle,NY,New Rochelle city,New York,https://www.newrochelleny.com/
G48057200,79715,Pharr,TX,Pharr city,Texas,http://pharr-tx.gov/
G06059444,79332,Rancho Cordova,CA,Rancho Cordova city,California,https://www.cityofranchocordova.org/
G06050258,79246,Napa,CA,Napa city,California,https://www.cityofnapa.org/
G12036950,79226,Kissimmee,FL,Kissimmee city,Florida,https://www.kissimmee.org/
G06004982,79190,Bellflower,CA,Bellflower city,California,https://www.bellflower.org/
G18005860,79168,Bloomington,IN,Bloomington city,Indiana,https://bloomington.in.gov/
G06081344,79040,Upland,CA,Upland city,California,https://www.uplandca.gov/
G51047672,79009,Lynchburg,VA,Lynchburg city,Virginia,https://www.lynchburgva.gov/
G17068003,78723,Schaumburg,IL,Schaumburg village,Illinois,https://www.villageofschaumburg.com/
G06056700,78700,Perris,CA,Perris city,California,https://www.cityofperris.org/
G17006613,78680,Bloomington,IL,Bloomington city,Illinois,https://www.cityblm.org/
G05035710,78576,Jonesboro,AR,Jonesboro city,Arkansas,https://www.jonesboro.org/
G06013214,78411,Chino Hills,CA,Chino Hills city,California,https://www.chinohills.org/
G06000562,78280,Alameda,CA,Alameda city,California,https://www.alamedaca.gov/
G24030325,78171,Frederick,MD,Frederick city,Maryland,https://www.cityoffrederickmd.gov/
G17024582,78110,Evanston,IL,Evanston city,Illinois,https://www.cityofevanston.org/
G18031000,77879,Hammond,IN,Hammond city,Indiana,https://www.gohammond.com/
G55066000,77816,Racine,WI,Racine city,Wisconsin,https://www.cityofracine.org/
G17002154,77676,Arlington Heights,IL,Arlington Heights village,Illinois,http://www.vah.com/
G48013552,77595,Cedar Park,TX,Cedar Park city,Texas,https://www.cedarparktexas.gov/
G49070850,77487,South Jordan,UT,South Jordan city,Utah,https://www.sjc.utah.gov/
G53053545,77108,Pasco,WA,Pasco city,Washington,https://www.pasco-wa.gov/
G04023620,76831,Flagstaff,AZ,Flagstaff city,Arizona,https://www.flagstaff.az.gov/
G26074900,76618,Southfield,MI,Southfield city,Michigan,https://www.cityofsouthfield.com/
G26088940,76501,Wyoming,MI,Wyoming city,Michigan,https://www.wyomingmi.gov/
G06057456,76416,Pittsburg,CA,Pittsburg city,California,http://www.ci.pittsburg.ca.us/
G08046465,76378,Loveland,CO,Loveland city,Colorado,https://www.cityofloveland.org/
G42069000,76328,Scranton,PA,Scranton city,Pennsylvania,https://www.scrantonpa.gov/
G26069035,76300,Rochester Hills,MI,Rochester Hills city,Michigan,https://www.rochesterhills.org/
G01003076,76143,Auburn,AL,Auburn city,Alabama,https://www.auburnalabama.org/
G48026232,75956,Flower Mound,TX,Flower Mound town,Texas,https://www.flower-mound.com/
G49044320,75907,Lehi,UT,Lehi city,Utah,https://www.lehi-ut.gov/
G12017935,75874,Doral,FL,Doral city,Florida,https://www.cityofdoral.com/
G06002364,75791,Apple Valley,CA,Apple Valley town,California,https://www.applevalley.org/
G42006088,75781,Bethlehem,PA,Bethlehem city,Pennsylvania,https://www.bethlehem-pa.gov/
G55002375,75644,Appleton,WI,Appleton city,Wisconsin,https://www.appleton.org/
G44054640,75604,Pawtucket,RI,Pawtucket city,Rhode Island,http://www.pawtucketri.com/
G27071428,75102,Woodbury,MN,Woodbury city,Minnesota,https://www.woodburymn.gov/
G19038595,74828,Iowa City,IA,Iowa City city,Iowa,https://www.icgov.org/
G12049675,74793,North Port,FL,North Port city,Florida,https://www.cityofnorthport.com/
G46052980,74703,Rapid City,SD,Rapid City city,South Dakota,https://www.rcgov.org/
G12039550,74482,Lauderhill,FL,Lauderhill city,Florida,https://www.lauderhill-fl.gov/
G45061405,74372,Rock Hill,SC,Rock Hill city,South Carolina,https://www.cityofrockhill.com/
G48048804,74259,Missouri City,TX,Missouri City city,Texas,https://www.missouricitytx.gov/
G09050370,74135,New Britain,CT,New Britain city,Connecticut,http://www.newbritainct.gov/
G08009280,74112,Broomfield,CO,Broomfield city,Colorado,https://www.broomfield.org/
G17007133,73922,Bolingbrook,IL,Bolingbrook village,Illinois,https://www.bolingbrook.com/
G36049121,73893,Mount Vernon,NY,Mount Vernon city,New York,http://cmvny.com/
G38007200,73622,Bismarck,ND,Bismarck city,North Dakota,https://www.bismarcknd.gov/
G26042160,73598,Kalamazoo,MI,Kalamazoo city,Michigan,https://www.kalamazoocity.org/
G30050200,73489,Missoula,MT,Missoula city,Montana,https://www.ci.missoula.mt.us/
G53057535,73256,Redmond,WA,Redmond city,Washington,https://www.redmond.gov/
G06059962,73168,Redlands,CA,Redlands city,California,https://www.cityofredlands.org/
G08012415,73158,Castle Rock,CO,Castle Rock town,Colorado,https://www.crgov.com/
G28029700,72926,Gulfport,MS,Gulfport city,Mississippi,http://www.gulfport-ms.gov/
G06080812,72740,Turlock,CA,Turlock city,California,https://www.cityofturlock.org/
G37034200,72723,Jacksonville,NC,Jacksonville city,North Carolina,https://www.jacksonvillenc.gov/
G12016525,72647,Daytona Beach,FL,Daytona Beach city,Florida,https://www.codb.us/
G48046452,72602,Mansfield,TX,Mansfield city,Texas,https://www.mansfieldtexas.gov/
G06020018,72589,Dublin,CA,Dublin city,California,https://www.dublin.ca.gov/
G29064550,72473,St. Joseph,MO,St. Joseph city,Missouri,https://www.stjoemo.info/
G25024960,72362,Framingham,MA,Framingham city,Massachusetts,https://www.framinghamma.gov/
G21008902,72294,Bowling Green,KY,Bowling Green city,Kentucky,https://www.bgky.org/
G06003666,72176,Baldwin Park,CA,Baldwin Park city,California,https://www.baldwinpark.com/
G12070675,71897,Tamarac,FL,Tamarac city,Florida,https://www.tamarac.org/
G48032372,71829,Harlingen,TX,Harlingen city,Texas,http://www.myharlingen.us/
G34010000,71791,Camden,NJ,Camden city,New Jersey,https://www.ci.camden.nj.us/
G34003580,71686,Bayonne,NJ,Bayonne city,New Jersey,https://www.bayonnenj.org/
G06062364,71601,Rocklin,CA,Rocklin city,California,https://www.rocklin.ca.us/
G06060018,71576,Redondo Beach,CA,Redondo Beach city,California,https://www.redondo.org/
G55084250,71158,Waukesha,WI,Waukesha city,Wisconsin,https://www.waukesha-wi.gov/
G01021184,71072,Dothan,AL,Dothan city,Alabama,https://www.dothan.org/
G47038320,71046,Johnson City,TN,Johnson City city,Tennessee,https://www.johnsoncitytn.org/
G10077580,70898,Wilmington,DE,Wilmington city,Delaware,https://www.wilmingtonde.gov/
G39012000,70872,Canton,OH,Canton city,Ohio,https://www.cantonohio.gov/
G18040788,70783,Lafayette,IN,Lafayette city,Indiana,https://www.lafayette.in.gov/
G06010046,70741,Camarillo,CA,Camarillo city,California,https://www.ci.camarillo.ca.us/
G45030850,70720,Greenville,SC,Greenville city,South Carolina,https://www.greenvillesc.gov/
G53043955,70714,Marysville,WA,Marysville city,Washington,https://www.marysvillewa.gov/
G34056550,70537,Passaic,NJ,Passaic city,New Jersey,https://www.cityofpassaic.com/
G17018823,70522,Decatur,IL,Decatur city,Illinois,https://www.decaturil.gov/
G29064082,70493,St. Charles,MO,St. Charles city,Missouri,https://www.stcharlescitymo.gov/
G06039486,70265,Lake Elsinore,CA,Lake Elsinore city,California,http://www.lake-elsinore.org/
G27040166,70253,Maple Grove,MN,Maple Grove city,Minnesota,https://www.maplegrovemn.gov/
G27006382,70222,Blaine,MN,Blaine city,Minnesota,https://www.blainemn.gov/
G06081204,70143,Union City,CA,Union City city,California,https://www.unioncity.org/
G06083346,70127,Walnut Creek,CA,Walnut Creek city,California,https://www.walnut-creek.org/
G06086972,70117,Yuba City,CA,Yuba City city,California,https://www.yubacity.net/
G48052356,69917,North Richland Hills,TX,North Richland Hills city,Texas,https://www.nrhtx.com/
G05060410,69908,Rogers,AR,Rogers city,Arkansas,https://www.rogersar.gov/
G06021230,69757,Eastvale,CA,Eastvale city,California,https://www.eastvaleca.gov/
G24031175,69657,Gaithersburg,MD,Gaithersburg city,Maryland,https://www.gaithersburgmd.gov/
G13001052,69647,Albany,GA,Albany city,Georgia,https://www.albanyga.gov/
G34019390,69612,East Orange,NJ,East Orange city,New Jersey,https://www.eastorange-nj.gov/
G18054180,69604,Noblesville,IN,Noblesville city,Indiana,https://www.cityofnoblesville.org/
