GISJOIN,POP20,BASENAME,State,NAME,STATE,url
G28072440,1652,Tchula,MS,Tchula town,Mississippi,
G36027331,1652,Franklinville,NY,Franklinville village,New York,https://www.franklinvilleny.org/
G18016642,1651,Daleville,IN,Daleville town,Indiana,https://www.dalevilleindiana.org/
G36030675,1651,Greenwich,NY,Greenwich village,New York,https://www.greenwichny.org/
G56033885,1651,Greybull,WY,Greybull town,Wyoming,https://townofgreybull.com/
G26021040,1651,Decatur,MI,Decatur village,Michigan,https://decaturmi.org/
G08037820,1651,Hudson,CO,Hudson town,Colorado,https://hudsoncolorado.org/
G55087700,1651,Wind Point,WI,Wind Point village,Wisconsin,https://windpoint.org/
G17040156,1650,Kirkland,IL,Kirkland village,Illinois,https://villageofkirkland.com/
G30006475,1650,Big Timber,MT,Big Timber city,Montana,https://cityofbigtimber.com/
G38035900,1650,Harvey,ND,Harvey city,North Dakota,https://harveynd.com/
G48070340,1650,Stinnett,TX,Stinnett city,Texas,http://www.cityofstinnett.com/
G39022610,1650,Dresden,OH,Dresden village,Ohio,https://www.villageofdresden.com/
G34034530,1650,Island Heights,NJ,Island Heights borough,New Jersey,https://islandheightsborough.gov/
G48040744,1649,Lakeside,TX,Lakeside town,Texas,https://lakesidetexas.us/
G38038100,1649,Hillsboro,ND,Hillsboro city,North Dakota,https://www.hillsboro-nd.com/
G37006240,1648,Bladenboro,NC,Bladenboro town,North Carolina,https://bladenboronc.org/
G42058504,1648,Paxtang,PA,Paxtang borough,Pennsylvania,https://www.paxtang.org/
G30027700,1647,Forsyth,MT,Forsyth city,Montana,https://forsythmt.com/
G48056156,1647,Patton Village,TX,Patton Village city,Texas,https://www.pattonvillage.us/
G28024940,1647,Flora,MS,Flora town,Mississippi,http://www.florams.com/
G41034250,1645,Hines,OR,Hines city,Oregon,https://www.cityofhines.com/
G55086725,1645,Whitehall,WI,Whitehall city,Wisconsin,https://www.whitehallwi.com/
G20052000,1644,Oberlin,KS,Oberlin city,Kansas,http://www.oberlin-kansas.com/
G56085015,1644,Wright,WY,Wright town,Wyoming,https://www.wrightwyoming.com/
G13079864,1643,Wadley,GA,Wadley city,Georgia,
G18050580,1643,Monrovia,IN,Monrovia town,Indiana,https://monrovia.in.gov/
G12032775,1643,Howey-in-the-Hills,FL,Howey-in-the-Hills town,Florida,https://www.howey.org/
G36064639,1643,St. Johnsville,NY,St. Johnsville village,New York,http://www.sjvny.org/
G47044840,1643,McEwen,TN,McEwen city,Tennessee,https://www.cityofmcewen.com/
G42041392,1643,Langhorne,PA,Langhorne borough,Pennsylvania,http://langhorneborough.com/
G13077988,1642,Twin City,GA,Twin City city,Georgia,https://www.twincityga.com/
G13047336,1641,Lookout Mountain,GA,Lookout Mountain city,Georgia,https://www.lookoutmtnga.com/
G18039546,1641,Kentland,IN,Kentland town,Indiana,https://kentland.in.gov/
G47080620,1641,Whitwell,TN,Whitwell city,Tennessee,https://www.cityofwhitwell.com/
G17037179,1641,Ina,IL,Ina village,Illinois,https://www.villageofina.org/
G36044853,1640,Manchester,NY,Manchester village,New York,https://manchesterny.org/
G41011000,1640,Canyonville,OR,Canyonville city,Oregon,https://cityofcanyonville.com/
G37059780,1640,Scotland Neck,NC,Scotland Neck town,North Carolina,https://townofscotlandneck.com/
G08018310,1639,Crested Butte,CO,Crested Butte town,Colorado,https://www.crestedbutte-co.gov/
G42038400,1638,Jonestown,PA,Jonestown borough,Pennsylvania,https://jonestownpa.wordpress.com/
G18032512,1638,Haubstadt,IN,Haubstadt town,Indiana,https://www.haubstadt.net/
G55012225,1638,Cambridge,WI,Cambridge village,Wisconsin,
G22083685,1638,Zwolle,LA,Zwolle town,Louisiana,
G53014870,1638,Cosmopolis,WA,Cosmopolis city,Washington,https://www.cosmopoliswa.gov/
G35070270,1637,Santa Clara,NM,Santa Clara village,New Mexico,http://www.villageofsantaclara.org/
G51083168,1637,Warsaw,VA,Warsaw town,Virginia,https://www.townofwarsaw.com/
G24062025,1636,Pittsville,MD,Pittsville town,Maryland,http://pittsvillemd.com/
G39056770,1636,North Lewisburg,OH,North Lewisburg village,Ohio,https://www.northlewisburg.com/
G17061925,1636,Princeville,IL,Princeville village,Illinois,https://princeville.org/
G53035485,1636,Kettle Falls,WA,Kettle Falls city,Washington,
G36048197,1635,Montour Falls,NY,Montour Falls village,New York,https://www.villageofmontourfalls.com/
G22037025,1635,Independence,LA,Independence town,Louisiana,http://www.townofindy.com/
G45059425,1634,Reidville,SC,Reidville town,South Carolina,http://townofreidvillesc.org/
G45023245,1634,Elgin,SC,Elgin town,South Carolina,https://townofelginsc.com/
G42070384,1634,Shiremanstown,PA,Shiremanstown borough,Pennsylvania,https://shiremanstownboro.org/
G48005732,1633,Bartlett,TX,Bartlett city,Texas,https://bartlett-tx.us/
G36048593,1633,Morrisville,NY,Morrisville village,New York,https://www.morrisvilleny.com/
G48051372,1633,Newton,TX,Newton city,Texas,https://www.newtontexas.org/
G17019499,1633,De Pue,IL,De Pue village,Illinois,https://villageofdepue.com/
G36000199,1633,Adams,NY,Adams village,New York,http://www.villageofadams.com/
G12005100,1633,Belleair Beach,FL,Belleair Beach city,Florida,https://www.cityofbelleairbeach.com/
G54035428,1631,Harrisville,WV,Harrisville town,West Virginia,
G18008146,1631,Brookston,IN,Brookston town,Indiana,https://www.townofbrookston.com/
G05064730,1630,Smackover,AR,Smackover city,Arkansas,https://www.smackover.org/
G17009577,1630,Bunker Hill,IL,Bunker Hill city,Illinois,http://cityofbunkerhill.citygovt.org/
G48061700,1630,Rhome,TX,Rhome city,Texas,https://www.cityofrhome.com/
G29026434,1629,Garden City,MO,Garden City city,Missouri,https://gardencitymo.org/
G40030950,1628,Granite,OK,Granite town,Oklahoma,
G01030736,1628,Gordo,AL,Gordo town,Alabama,https://www.townofgordo.org/
G55021625,1628,Eagle River,WI,Eagle River city,Wisconsin,https://eagleriver.govoffice2.com/
G47064668,1628,Rocky Top,TN,Rocky Top city,Tennessee,https://www.rockytoptn.org/
G55085325,1627,West Baraboo,WI,West Baraboo village,Wisconsin,https://villageofwestbaraboo.com/
G48037780,1627,Johnson City,TX,Johnson City city,Texas,https://www.johnsoncitytx.org/
G04034120,1626,Huachuca City,AZ,Huachuca City town,Arizona,https://huachucacityaz.gov/
G40032900,1626,Haskell,OK,Haskell town,Oklahoma,http://townofhaskell.org/
G19086835,1625,Woodbine,IA,Woodbine city,Iowa,https://woodbineia.com/
G51061560,1624,Pennington Gap,VA,Pennington Gap town,Virginia,https://townofpenningtonva.gov/
G18054918,1623,North Liberty,IN,North Liberty town,Indiana,https://www.northliberty.in.gov/
G19054480,1623,Mount Ayr,IA,Mount Ayr city,Iowa,
G48077620,1623,Westlake,TX,Westlake town,Texas,https://www.westlake-tx.org/
G37034440,1622,Jefferson,NC,Jefferson town,North Carolina,https://www.townofjefferson.org/
G26012480,1622,Caledonia,MI,Caledonia village,Michigan,http://www.villageofcaledonia.org/
G48030080,1620,Goliad,TX,Goliad city,Texas,https://www.goliadtx.net/
G40041550,1619,Langston,OK,Langston town,Oklahoma,http://cityoflangston.com/
G17074743,1618,Teutopolis,IL,Teutopolis village,Illinois,https://teutopolis.com/
G27003070,1618,Avon,MN,Avon city,Minnesota,https://www.cityofavonmn.com/
G24025425,1617,Edmonston,MD,Edmonston town,Maryland,http://edmonstonmd.gov/
G22033875,1617,Henderson,LA,Henderson town,Louisiana,
G28042640,1617,Lumberton,MS,Lumberton city,Mississippi,
G48007864,1616,Bertram,TX,Bertram city,Texas,http://www.cityofbertram.org/
G31000415,1616,Ainsworth,NE,Ainsworth city,Nebraska,https://cityofainsworth.com/
G42002720,1615,Apollo,PA,Apollo borough,Pennsylvania,https://apollopa.net/
G48027288,1614,Franklin,TX,Franklin city,Texas,http://cityoffranklintx.com/
G18049320,1614,Milford,IN,Milford town,Indiana,http://www.milford-indiana.org/
G37009140,1614,Burnsville,NC,Burnsville town,North Carolina,https://townofburnsville.org/
G29029998,1614,Hallsville,MO,Hallsville city,Missouri,https://hallsvillemo.org/
G37030620,1614,Hemby Bridge,NC,Hemby Bridge town,North Carolina,https://hembybridgenc.govoffice2.com/
G01033256,1614,Harpersville,AL,Harpersville town,Alabama,https://www.harpersvilleal.gov/
G17021540,1613,Earlville,IL,Earlville city,Illinois,https://earlvilleil.org/
G29067178,1613,Shelbina,MO,Shelbina city,Missouri,https://cityofshelbina.com/
G42019856,1612,Dravosburg,PA,Dravosburg borough,Pennsylvania,
G24066000,1611,Ridgely,MD,Ridgely town,Maryland,https://ridgelymd.org/
G17075172,1610,Thomson,IL,Thomson village,Illinois,http://thomsonil.com/
G37045660,1608,Murphy,NC,Murphy town,North Carolina,https://townofmurphync.com/
G45028780,1608,Gaston,SC,Gaston town,South Carolina,https://gastonsc.org/
G01054480,1607,Newton,AL,Newton town,Alabama,
G49036290,1606,Honeyville,UT,Honeyville city,Utah,https://honeyvillecity.org/
G27068170,1605,Warren,MN,Warren city,Minnesota,https://www.warrenminnesota.com/
G29010864,1605,Campbell,MO,Campbell city,Missouri,https://www.campbellmo.com/
G49082510,1605,Wellington,UT,Wellington city,Utah,http://www.wellingtonutah.org/
G19034725,1605,Hartley,IA,Hartley city,Iowa,https://www.hartleyiowa.com/
G55027000,1604,Fox Lake,WI,Fox Lake city,Wisconsin,https://www.cityoffoxlake.org/
G26036460,1604,Harbor Beach,MI,Harbor Beach city,Michigan,https://www.harborbeach.com/
G20063800,1603,Sedgwick,KS,Sedgwick city,Kansas,http://www.cityofsedgwick.org/
G17021176,1603,Dunlap,IL,Dunlap village,Illinois,http://www.villageofdunlap-il.gov/
G39061882,1602,Perry,OH,Perry village,Ohio,https://www.perryvillage.info/
G28040600,1602,Lexington,MS,Lexington city,Mississippi,
G55057325,1602,Niagara,WI,Niagara city,Wisconsin,http://www.cityofniagara.org/
G55068325,1602,River Hills,WI,River Hills village,Wisconsin,https://riverhillswi.com/
G41017300,1602,Culver,OR,Culver city,Oregon,https://www.cityofculver.net/
G42017152,1601,Cressona,PA,Cressona borough,Pennsylvania,https://cressonaborough.com/
G55086975,1601,Whiting,WI,Whiting village,Wisconsin,https://villageofwhiting.org/
G42072072,1601,South Coatesville,PA,South Coatesville borough,Pennsylvania,https://south-coatesville.org/
G48003696,1601,Archer City,TX,Archer City city,Texas,http://archercity.org/
G37041060,1600,Manteo,NC,Manteo town,North Carolina,https://www.manteonc.gov/
G47053600,1599,Norris,TN,Norris city,Tennessee,http://www.cityofnorris.com/
G29077002,1599,Wardsville,MO,Wardsville village,Missouri,https://www.wardsville.org/
G19000190,1599,Ackley,IA,Ackley city,Iowa,https://www.ackleyiowa.net/
G51017952,1598,Coeburn,VA,Coeburn town,Virginia,https://www.coeburnva.gov/
G26019140,1598,Crystal Falls,MI,Crystal Falls city,Michigan,https://www.crystalfalls.org/
G16087670,1597,Wilder,ID,Wilder city,Idaho,https://cityofwilder.org/
G13078380,1597,Union Point,GA,Union Point city,Georgia,https://unionpointga.org/
G17070759,1596,Southern View,IL,Southern View village,Illinois,https://southernview.us/
G13026980,1595,Ellaville,GA,Ellaville city,Georgia,http://www.ellavillega.org/
G18020080,1595,Eaton,IN,Eaton town,Indiana,https://eatonindiana.org/
G28000300,1594,Ackerman,MS,Ackerman town,Mississippi,http://www.townofackerman.com/
G47018620,1594,Crump,TN,Crump city,Tennessee,
G40078400,1593,Warner,OK,Warner town,Oklahoma,
G29066638,1593,Senath,MO,Senath city,Missouri,
G19033420,1593,Guthrie Center,IA,Guthrie Center city,Iowa,http://www.guthriecenter.com/
G21058710,1593,Owingsville,KY,Owingsville city,Kentucky,http://www.cityofowingsville.net/
G06018688,1592,Del Rey Oaks,CA,Del Rey Oaks city,California,https://www.delreyoaks.org/
G39067272,1591,Ripley,OH,Ripley village,Ohio,http://villageofripley.com/
G21068232,1591,Salyersville,KY,Salyersville city,Kentucky,https://www.cityofsalyersville.org/
G39027832,1590,Fort Loramie,OH,Fort Loramie village,Ohio,http://www.fortloramie.com/
G13047784,1590,Ludowici,GA,Ludowici city,Georgia,
G02001090,1589,Akutan,AK,Akutan city,Alaska,
G21002638,1589,Auburn,KY,Auburn city,Kentucky,https://auburnky.us/
G39021812,1588,Deshler,OH,Deshler village,Ohio,https://villageofdeshler.com/
G49055650,1588,Oakley,UT,Oakley city,Utah,https://www.oakleycity.com/
G48074216,1588,Uhland,TX,Uhland city,Texas,https://www.cityofuhland.com/
G24018850,1588,Colmar Manor,MD,Colmar Manor town,Maryland,http://www.colmarmanor.org/
G49020340,1588,Duchesne,UT,Duchesne city,Utah,http://www.duchesnecity.com/
G21060492,1588,Pewee Valley,KY,Pewee Valley city,Kentucky,https://www.peweevalleyky.org/
G18057132,1587,Osgood,IN,Osgood town,Indiana,http://www.osgoodindiana.org/
G05032200,1587,Highfill,AR,Highfill town,Arkansas,https://highfillar.com/
G26075280,1587,South Rockwood,MI,South Rockwood village,Michigan,https://www.villageofsouthrockwoodmi.com/
G36002902,1586,Athens,NY,Athens village,New York,https://athensvillageny.com/
G39067600,1586,Roaming Shores,OH,Roaming Shores village,Ohio,https://www.roamingshoresoh.gov/
G37070780,1586,Walnut Cove,NC,Walnut Cove town,North Carolina,https://www.townofwalnutcove.org/
G55072875,1586,Sharon,WI,Sharon village,Wisconsin,https://villageofsharon.com/
G37064460,1585,Stanfield,NC,Stanfield town,North Carolina,https://www.stanfieldnc.com/
G13011728,1585,Buena Vista,GA,Buena Vista city,Georgia,
G28063720,1584,Rosedale,MS,Rosedale city,Mississippi,
G17061216,1584,Port Barrington,IL,Port Barrington village,Illinois,https://www.portbarrington.net/
G53068330,1583,Sumas,WA,Sumas city,Washington,https://www.cityofsumas.com/
G05042500,1583,McCrory,AR,McCrory city,Arkansas,http://www.cityofmccrory.com/
G19078735,1583,Traer,IA,Traer city,Iowa,https://www.traer.com/
G39008560,1582,Bridgeport,OH,Bridgeport village,Ohio,
G34075890,1582,Victory Gardens,NJ,Victory Gardens borough,New Jersey,https://www.victorygardensnj.gov/
G39078624,1582,Union City,OH,Union City village,Ohio,https://unioncityvillage.homestead.com/
G29023338,1582,Fair Grove,MO,Fair Grove city,Missouri,http://www.fairgrove.org/
G42066168,1581,Roseto,PA,Roseto borough,Pennsylvania,http://boroughroseto.com/
G55077750,1581,Stratford,WI,Stratford village,Wisconsin,https://www.stratfordwi.com/
G39073040,1581,South Amherst,OH,South Amherst village,Ohio,https://villageofsouthamherst.com/
G42050544,1580,Mont Alto,PA,Mont Alto borough,Pennsylvania,https://montaltoborough.com/
G21057918,1580,Olive Hill,KY,Olive Hill city,Kentucky,https://olivehill.ky.gov/
G55015400,1579,Cleveland,WI,Cleveland village,Wisconsin,http://www.clevelandwi.gov/
G47003680,1578,Baxter,TN,Baxter town,Tennessee,https://cityofbaxter.com/
G17065481,1578,Roodhouse,IL,Roodhouse city,Illinois,
G17047072,1577,Maroa,IL,Maroa city,Illinois,https://maroaillinois.gov/
G55049100,1576,Marathon City,WI,Marathon City village,Wisconsin,https://www.marathoncity.org/
G48035300,1575,Hughes Springs,TX,Hughes Springs city,Texas,https://www.hughesspringstxusa.com/
G26038920,1575,Homer,MI,Homer village,Michigan,https://homermichigan.org/
G48022960,1574,Eldorado,TX,Eldorado city,Texas,http://www.eldorado-texas.com/
G17082270,1574,Winchester,IL,Winchester city,Illinois,http://www.winchesteril.com/
G21069222,1574,Sebree,KY,Sebree city,Kentucky,
G37011640,1574,Chadbourn,NC,Chadbourn town,North Carolina,http://www.townofchadbourn.com/
G47077480,1574,Vonore,TN,Vonore town,Tennessee,https://www.town-of-vonore.com/
G47009880,1573,Burns,TN,Burns town,Tennessee,http://townofburnstn.net/
G55018825,1573,Darien,WI,Darien village,Wisconsin,https://www.darienwi.com/
G39064024,1573,Pomeroy,OH,Pomeroy village,Ohio,
G54070156,1572,Ronceverte,WV,Ronceverte city,West Virginia,https://www.cityofronceverte.com/
G08056860,1571,Pagosa Springs,CO,Pagosa Springs town,Colorado,https://www.pagosasprings.co.gov/
G20065925,1571,Smith Center,KS,Smith Center city,Kansas,https://smithcenterks.com/
G45062755,1571,St. Stephen,SC,St. Stephen town,South Carolina,
G42050632,1568,Montgomery,PA,Montgomery borough,Pennsylvania,https://www.montgomeryborough.org/
G17019226,1568,Delavan,IL,Delavan city,Illinois,https://www.delavanil.org/
G37019860,1567,East Spencer,NC,East Spencer town,North Carolina,https://eastspencer.gov/
G29007534,1567,Bourbon,MO,Bourbon city,Missouri,
G16059590,1567,Osburn,ID,Osburn city,Idaho,
G46048460,1567,Parkston,SD,Parkston city,South Dakota,https://www.cityofparkston.org/
G55003825,1567,Augusta,WI,Augusta city,Wisconsin,https://cityofaugusta.org/
G05062150,1566,Salem,AR,Salem city,Arkansas,
G48067688,1566,Shoreacres,TX,Shoreacres city,Texas,https://www.shoreacrestx.us/
G55076025,1566,Spring Green,WI,Spring Green village,Wisconsin,http://www.vi.springgreen.wi.gov/
G12046550,1566,Moore Haven,FL,Moore Haven city,Florida,http://www.moorehaven.org/
G17000958,1566,Alorton,IL,Alorton village,Illinois,
G36051286,1564,Nissequogue,NY,Nissequogue village,New York,https://nissequogueny.gov/
G49026940,1564,Francis,UT,Francis town,Utah,http://www.francisutah.org/
G19016500,1564,Corning,IA,Corning city,Iowa,https://www.cityofcorningia.com/
G47019880,1563,Decatur,TN,Decatur town,Tennessee,http://www.decaturtn.net/
G29065450,1563,Salisbury,MO,Salisbury city,Missouri,https://salisburymo.net/
G21084891,1563,Worthington Hills,KY,Worthington Hills city,Kentucky,https://www.cityofworthingtonhillsky.gov/
G37068580,1562,Tryon,NC,Tryon town,North Carolina,https://tryon-nc.com/
G48037084,1562,Itasca,TX,Itasca city,Texas,http://www.biglittletowntexas.com/
G55066200,1561,Random Lake,WI,Random Lake village,Wisconsin,https://www.randomlakewi.com/
G36000276,1561,Addison,NY,Addison village,New York,https://villageofaddison.info/
G37008480,1558,Bryson City,NC,Bryson City town,North Carolina,https://www.brysoncitync.gov/
G19000775,1558,Akron,IA,Akron city,Iowa,https://akronia.org/
G17043510,1558,Limestone,IL,Limestone village,Illinois,https://thevillageoflimestone.org/
G55036525,1558,Hurley,WI,Hurley city,Wisconsin,https://hurleywi.com/
G39045808,1558,McComb,OH,McComb village,Ohio,https://www.villageofmccomb.com/
G22067215,1557,St. Francisville,LA,St. Francisville town,Louisiana,http://www.stfrancisville.net/
G24036600,1557,Hancock,MD,Hancock town,Maryland,https://www.townofhancock.org/
G36082678,1556,Wolcott,NY,Wolcott village,New York,http://www.townofwolcottny.org/
G49020890,1556,East Carbon,UT,East Carbon city,Utah,https://eastcarboncity.org/
G20018400,1555,Douglass,KS,Douglass city,Kansas,http://www.cityofdouglassks.com/
G19079905,1554,Urbana,IA,Urbana city,Iowa,https://urbanaiowa.com/
G29040088,1554,Lakeshire,MO,Lakeshire city,Missouri,http://lakeshiremo.com/
G26066640,1554,Quincy,MI,Quincy village,Michigan,https://www.quincy-mi.org/
G47078320,1553,Watertown,TN,Watertown city,Tennessee,http://watertowntn.com/
G36054012,1552,Norwood,NY,Norwood village,New York,http://www.norwoodny.org/
G17046383,1552,Manito,IL,Manito village,Illinois,http://www.villageofmanito.com/
G48053115,1552,Oak Leaf,TX,Oak Leaf city,Texas,https://www.oakleaftexas.org/
G19055335,1551,Nashua,IA,Nashua city,Iowa,https://www.cityofnashuaia.com/
G18085184,1551,Woodburn,IN,Woodburn city,Indiana,https://www.cityofwoodburn.org/
G19081705,1551,Walcott,IA,Walcott city,Iowa,https://cityofwalcott.com/
G17031165,1550,Grayville,IL,Grayville city,Illinois,https://grayville-il.gov/
G48010648,1548,Brookside Village,TX,Brookside Village city,Texas,https://brooksidevillage-tx.org/
G49028810,1548,Genola,UT,Genola town,Utah,https://townofgenola.org/
G31032410,1548,Mitchell,NE,Mitchell city,Nebraska,http://www.mitchellcity.net/
G42025680,1547,Ferndale,PA,Ferndale borough,Pennsylvania,http://www.ferndaleborough.com/
G48063782,1546,Runaway Bay,TX,Runaway Bay city,Texas,https://runawaybaytexas.com/
G51069456,1546,Rural Retreat,VA,Rural Retreat town,Virginia,https://www.townofruralretreat.com/
G51035976,1545,Haymarket,VA,Haymarket town,Virginia,https://www.townofhaymarket.org/
G47039400,1545,Kimball,TN,Kimball town,Tennessee,https://www.townofkimball.com/
G36001286,1544,Allegany,NY,Allegany village,New York,https://www.allegany.org/
G18016624,1544,Dale,IN,Dale town,Indiana,
G49052130,1544,Moroni,UT,Moroni city,Utah,https://moronicity.org/
G19073515,1543,Slater,IA,Slater city,Iowa,http://slateriowa.org/
G05048200,1543,Mulberry,AR,Mulberry city,Arkansas,https://www.cityofmulberry.org/
G05076970,1542,Wrightsville,AR,Wrightsville city,Arkansas,http://cityofwrightsville-ar.org/
G12056425,1542,Pierson,FL,Pierson town,Florida,https://www.townofpierson.org/
G54024292,1542,Eleanor,WV,Eleanor town,West Virginia,http://eleanorwv.com/
G42020792,1542,East Berlin,PA,East Berlin borough,Pennsylvania,https://eastberlinboro.com/
G56048530,1541,Lusk,WY,Lusk town,Wyoming,https://www.townoflusk.org/
G04046350,1541,Miami,AZ,Miami town,Arizona,http://www.miamiaz.gov/
G48005552,1540,Bangs,TX,Bangs city,Texas,https://cityofbangs.org/
G18050796,1540,Montpelier,IN,Montpelier city,Indiana,https://www.montpeliercity.org/
G35031820,1539,Hatch,NM,Hatch village,New Mexico,https://villageofhatch.org/
G26056680,1537,Nashville,MI,Nashville village,Michigan,https://www.nashvillemi.us/
G40033450,1537,Helena,OK,Helena town,Oklahoma,
G12037975,1537,Lake Hamilton,FL,Lake Hamilton town,Florida,https://www.townoflakehamilton.com/
G29078370,1537,Wellston,MO,Wellston city,Missouri,https://cityofwellstonmo.org/
G17051128,1537,Mount Pulaski,IL,Mount Pulaski city,Illinois,https://cityofmtpulaski.com/
G42028328,1536,Gallitzin,PA,Gallitzin borough,Pennsylvania,http://www.gallitzinpa.com/
G42011736,1536,Catawissa,PA,Catawissa borough,Pennsylvania,https://catawissa.us/
G34012550,1536,Chesilhurst,NJ,Chesilhurst borough,New Jersey,https://chesilhurstboro.org/
G21058200,1536,Orchard Grass Hills,KY,Orchard Grass Hills city,Kentucky,https://cityoforchardgrasshills.com/
G48049932,1536,Muenster,TX,Muenster city,Texas,https://cityofmuenstertx.org/
G01046264,1536,Malvern,AL,Malvern town,Alabama,https://www.malvern-al.org/
G31033775,1536,Neligh,NE,Neligh city,Nebraska,https://www.neligh.org/
G26089320,1534,Zilwaukee,MI,Zilwaukee city,Michigan,https://www.zilwaukeemichigan.gov/
G28049320,1534,Mound Bayou,MS,Mound Bayou city,Mississippi,https://cityofmoundbayou.com/
G55062450,1533,Phillips,WI,Phillips city,Wisconsin,https://www.cityofphillips.com/
G39058856,1533,Orwell,OH,Orwell village,Ohio,https://orwellvillage.org/
G42007160,1533,Blossburg,PA,Blossburg borough,Pennsylvania,https://blossburgborough.org/
G27036800,1533,Lewiston,MN,Lewiston city,Minnesota,https://www.lewistonmn.org/
G28010580,1533,Calhoun City,MS,Calhoun City town,Mississippi,http://www.calhouncity.org/
G29028036,1533,Gower,MO,Gower city,Missouri,https://www.gowermo.com/
G36046811,1531,Mexico,NY,Mexico village,New York,https://mexicony.net/
G54073468,1531,Shepherdstown,WV,Shepherdstown town,West Virginia,http://www.shepherdstown.us/
G48022612,1530,Edgewood,TX,Edgewood town,Texas,http://edgewoodtexas.org/
G54071380,1529,Salem,WV,Salem city,West Virginia,https://cityofsalem.wixsite.com/cityofsalem
G18030594,1529,Hamilton,IN,Hamilton town,Indiana,https://www.hamiltonindiana.org/
G36014003,1529,Chatham,NY,Chatham village,New York,https://villageofchatham.com/
G37026200,1529,Glen Alpine,NC,Glen Alpine town,North Carolina,https://www.townofglenalpine.org/
G37014280,1529,Connelly Springs,NC,Connelly Springs town,North Carolina,https://connellysprings.com/
G26025320,1529,Elk Rapids,MI,Elk Rapids village,Michigan,https://www.elkrapids.org/
G42000628,1528,Albion,PA,Albion borough,Pennsylvania,http://albionborough.org/
G24027400,1528,Fairmount Heights,MD,Fairmount Heights town,Maryland,https://www.fairmountheightsmd.gov/
G48019648,1527,De Kalb,TX,De Kalb city,Texas,https://dekalbtx.org/
G12009700,1526,Callahan,FL,Callahan town,Florida,https://www.townofcallahan-fl.gov/
G19016635,1526,Corydon,IA,Corydon city,Iowa,https://www.cityofcorydoniowa.com/
G05013990,1526,Clarendon,AR,Clarendon city,Arkansas,https://www.cityofclarendonar.com/
G24055650,1525,New Market,MD,New Market town,Maryland,http://www.townofnewmarket.org/
G26008540,1525,Birch Run,MI,Birch Run village,Michigan,https://www.villageofbirchrun.com/
G42017136,1525,Cresson,PA,Cresson borough,Pennsylvania,
G55010075,1524,Brooklyn,WI,Brooklyn village,Wisconsin,https://brooklynwi.gov/
G48034532,1524,Holliday,TX,Holliday city,Texas,https://hollidaytx.org/
G19058080,1524,Oakland,IA,Oakland city,Iowa,https://www.cityofoaklandiowa.com/
G18010108,1524,Cannelton,IN,Cannelton city,Indiana,http://www.canneltonindiana.com/
G48014404,1524,Charlotte,TX,Charlotte city,Texas,https://charlottetx.us/
G42013864,1524,Clarks Green,PA,Clarks Green borough,Pennsylvania,https://clarksgreen.info/
G19083280,1524,Wellman,IA,Wellman city,Iowa,https://www.cityofwellman.com/
G47005040,1523,Benton,TN,Benton town,Tennessee,
G20033200,1523,Horton,KS,Horton city,Kansas,https://www.cityofhorton.com/
G48027888,1523,Fulton,TX,Fulton town,Texas,https://www.fultontexas.org/
G31051070,1522,Wakefield,NE,Wakefield city,Nebraska,https://wakefieldne.com/
G45036205,1521,Jackson,SC,Jackson town,South Carolina,https://www.jackson-sc.gov/
G49085050,1521,Woodland Hills,UT,Woodland Hills city,Utah,https://www.woodlandhills-ut.gov/
G17034384,1521,Herscher,IL,Herscher village,Illinois,https://herscher.net/
G39023324,1521,East Canton,OH,East Canton village,Ohio,https://villageeastcanton.net/
G48007420,1521,Bells,TX,Bells town,Texas,https://cityofbells.org/
G36032963,1520,Head of the Harbor,NY,Head of the Harbor village,New York,http://www.villagehohny.org/
G01064104,1520,Reform,AL,Reform town,Alabama,
G31046800,1520,Stanton,NE,Stanton city,Nebraska,https://www.stanton.net/
G22066200,1519,Rosepine,LA,Rosepine town,Louisiana,http://townofrosepine.com/
G39009274,1519,Brooklyn Heights,OH,Brooklyn Heights village,Ohio,http://www.brooklynhts.org/
G17024374,1518,Erie,IL,Erie village,Illinois,http://www.villageoferie.com/
G27039266,1518,Madison,MN,Madison city,Minnesota,https://www.ci.madison.mn.us/
G29080422,1518,Winfield,MO,Winfield city,Missouri,https://www.winfieldmo.org/
G26060580,1517,Olivet,MI,Olivet city,Michigan,http://cityofolivet.org/
G31021275,1517,Hartington,NE,Hartington city,Nebraska,https://ci.hartington.ne.us/
G36022183,1517,East Hampton,NY,East Hampton village,New York,https://www.ehamptonny.gov/
G36019356,1517,Cuba,NY,Cuba village,New York,http://www.cubany.org/
G18038862,1516,Jonesboro,IN,Jonesboro city,Indiana,http://www.jonesboroindiana.net/
G18001954,1515,Arcadia,IN,Arcadia town,Indiana,https://www.arcadiaindiana.org/
G41018850,1515,Depoe Bay,OR,Depoe Bay city,Oregon,https://www.cityofdepoebay.org/
G28075160,1515,Tylertown,MS,Tylertown town,Mississippi,
G39000142,1515,Aberdeen,OH,Aberdeen village,Ohio,https://thevillageofaberdeenoh.com/
G22071225,1514,Sorrento,LA,Sorrento town,Louisiana,http://www.sorrentola.gov/
G17078201,1514,Virginia,IL,Virginia city,Illinois,http://virginiaillinois.net/
G42043232,1513,Ligonier,PA,Ligonier borough,Pennsylvania,https://www.ligonier.com/
G29002188,1512,Ash Grove,MO,Ash Grove city,Missouri,https://www.ashgrovemo.gov/
